,Unnamed: 0,Timestamp,Data1,Data2,Label
0,0,6.0,0.26,-4.24,0
1,1,6.01,2.86,4.59,0
2,2,6.03,3.46,8.39,0
3,3,6.04,0.85,-3.97,0
4,4,6.05,4.01,-11.28,0
5,5,6.07,12.38,-2.42,0
6,6,6.08,16.47,4.12,0
7,7,6.09,8.74,-1.49,0
8,8,6.11,-1.76,-9.34,0
9,9,6.12,0.16,-10.55,0
10,10,6.13,6.71,-5.01,0
11,11,6.15,2.42,3.11,0
12,12,6.16,-7.43,9.32,0
13,13,6.17,-8.53,14.08,0
14,14,6.19,4.45,36.53,0
15,15,6.2,17.44,93.83,0
16,16,6.21,1.74,154.56,0
17,17,6.23,-40.7,172.4,0
18,18,6.24,-60.42,150.52,0
19,19,6.25,-28.49,84.83,0
20,20,6.265,9.19,-117.13,0
21,21,6.28,14.27,-358.93,0
22,22,6.29,28.54,-268.69,0
23,23,6.31,53.26,120.72,0
24,24,6.32,29.6,303.22,0
25,25,6.33,2.8,140.92,0
26,26,6.35,37.69,22.78,0
27,27,6.36,61.35,184.32,0
28,28,6.37,16.96,370.33,0
29,29,6.39,-34.03,310.8,0
30,30,6.4,-36.53,119.31,0
31,31,6.41,4.74,70.67,0
32,32,6.43,46.23,181.05,0
33,33,6.44,41.0,187.36,0
34,34,6.45,-1.08,72.08,0
35,35,6.47,-29.37,57.84,0
36,36,6.48,-24.28,79.97,0
37,37,6.49,-25.04,23.71,0
38,38,6.51,-58.18,-1.64,0
39,39,6.52,-64.23,-9.9,0
40,40,6.53,-0.95,-89.36,0
41,41,6.55,53.14,-152.07,0
42,42,6.56,40.07,-118.22,0
43,43,6.57,20.02,-74.51,0
44,44,6.59,27.99,-113.13,0
45,45,6.6,18.89,-167.0,0
46,46,6.61,-5.94,-146.96,0
47,47,6.63,10.75,-90.09,0
48,48,6.64,49.54,-64.83,0
49,49,6.65,23.73,-88.89,0
50,50,6.67,-56.07,-157.38,0
51,51,6.68,-93.73,-218.01,0
52,52,6.69,-68.23,-170.1,0
53,53,6.71,-23.68,-71.35,0
54,54,6.72,2.49,-106.52,0
55,55,6.73,-15.24,-231.04,0
56,56,6.75,-43.03,-275.65,0
57,57,6.76,-23.89,-257.26,0
58,58,6.77,10.65,-245.6,0
59,59,6.79,13.91,-226.75,0
60,60,6.8,14.65,-174.8,0
