,Timestamp,Data1,Data2,Label
0,6.0,-2.34,-7.91,0
1,6.01,-3.76,-1.61,0
2,6.03,-25.04,3.65,0
3,6.04,-58.29,-4.94,0
4,6.05,-54.84,-11.64,0
5,6.07,-16.15,-2.17,0
6,6.08,2.9,1.45,0
7,6.09,-0.78,-8.29,0
8,6.11,7.06,-8.72,1
9,6.12,19.89,-1.09,1
10,6.13,23.55,-3.2,1
11,6.15,25.73,-5.36,1
12,6.16,26.92,9.19,1
13,6.17,26.18,41.89,1
14,6.19,17.64,68.15,1
15,6.2,-6.39,22.38,1
16,6.21,-5.25,-125.67,1
17,6.23,38.13,-240.94,1
18,6.24,43.74,-94.93,1
19,6.25,-11.14,240.92,1
20,6.265,-34.03,398.76,1
21,6.28,13.64,321.95,1
22,6.29,52.87,227.55,1
23,6.31,14.33,128.28,1
24,6.32,-40.12,75.76,1
25,6.33,-23.9,223.73,1
26,6.35,20.39,373.82,1
27,6.36,42.86,296.94,1
28,6.37,58.97,173.16,1
29,6.39,49.41,149.36,1
30,6.4,24.33,113.03,1
31,6.41,18.75,34.47,1
32,6.43,1.41,-4.56,1
33,6.44,-26.58,4.68,1
34,6.45,-33.43,8.47,1
35,6.47,-32.87,-57.69,1
36,6.48,-21.62,-172.99,1
37,6.49,1.33,-230.37,1
38,6.51,-0.48,-218.58,1
39,6.52,-23.03,-200.55,1
40,6.53,-29.89,-182.23,1
41,6.55,-29.06,-167.59,1
42,6.56,-42.45,-168.34,1
43,6.57,-28.66,-182.01,1
44,6.59,22.58,-237.69,1
45,6.6,40.81,-300.52,1
46,6.61,38.68,-257.53,1
47,6.63,45.79,-165.82,1
48,6.64,8.41,-240.87,1
49,6.65,-52.77,-425.37,1
50,6.67,-66.65,-399.96,1
51,6.68,-41.94,-190.82,1
52,6.69,-30.32,-133.1,1
53,6.71,-43.69,-193.8,1
54,6.72,-27.64,-98.04,1
55,6.73,20.69,24.82,1
56,6.75,10.74,-67.75,1
57,6.76,-52.76,-193.99,1
58,6.77,-60.18,-147.68,1
59,6.79,-6.56,-52.25,1
60,6.8,22.62,-24.65,1
61,6.81,8.83,-34.29,1
62,6.82,-12.05,-73.68,1
63,6.84,-11.27,-116.62,1
64,6.85,15.41,-86.15,1
65,6.86,31.19,0.07,1
66,6.88,16.05,33.62,1
67,6.89,-5.09,-20.2,1
68,6.91,-17.98,-67.96,0
69,6.92,-22.79,-34.61,0
70,6.93,-20.4,-3.34,0
71,6.95,-13.06,-37.37,0
72,6.96,-1.36,-36.98,0
73,6.97,-2.01,22.84,0
74,6.99,-27.07,32.4,0
75,7.0,-37.01,-5.69,0
76,7.01,9.08,17.4,0
77,7.03,59.89,93.46,0
78,7.04,40.57,118.66,0
79,7.05,-13.44,87.56,0
80,7.07,-18.56,63.32,0
81,7.08,19.89,75.1,0
82,7.09,37.88,127.22,0
83,7.11,19.9,148.93,0
84,7.12,7.54,79.03,0
85,7.13,21.1,62.76,0
86,7.15,22.3,197.81,0
87,7.16,-3.98,267.19,0
88,7.17,-7.63,148.79,0
89,7.19,19.78,66.45,0
90,7.2,26.19,138.02,0
91,7.21,3.58,168.36,0
92,7.23,-16.1,81.3,0
