,Timestamp,Data1,Data2,Label
0,6.0,-12.72,7.5,0
1,6.01,-1.39,-13.25,0
2,6.03,-10.14,14.93,0
3,6.04,-23.9,38.09,0
4,6.05,4.55,-16.02,0
5,6.07,30.55,-27.58,0
6,6.08,3.84,19.14,0
7,6.09,11.48,-12.28,0
8,6.11,24.69,-26.89,1
9,6.12,-20.1,42.47,1
10,6.13,-11.75,59.01,1
11,6.15,8.91,47.26,1
12,6.16,82.42,99.77,1
13,6.17,143.14,146.76,1
14,6.19,-420.0,147.56,1
15,6.2,-251.46,275.34,1
16,6.21,-253.24,144.28,1
17,6.23,-70.96,68.17,1
18,6.24,-149.16,137.13,1
19,6.25,263.12,-252.73,1
20,6.27,305.82,-174.65,1
21,6.28,-214.27,169.77,1
22,6.29,-5.94,-3.0,1
23,6.31,-90.86,34.35,1
24,6.32,291.51,-44.77,1
25,6.33,-70.16,-160.16,1
26,6.35,57.15,-184.68,1
27,6.36,-58.34,-86.11,1
28,6.37,398.02,-46.84,1
29,6.39,269.91,-97.87,1
30,6.4,-12.38,-65.14,1
31,6.41,156.62,-167.89,1
32,6.43,228.29,-208.2,1
33,6.44,-75.34,-32.28,1
34,6.45,-0.35,-115.97,1
35,6.47,-203.43,-92.02,1
36,6.48,-110.84,-81.52,1
37,6.49,119.31,-96.59,1
38,6.51,158.52,-96.07,1
39,6.52,62.46,-66.95,1
40,6.53,192.44,-82.8,1
41,6.55,149.39,-75.61,1
42,6.56,345.59,-44.97,1
43,6.57,-353.16,-58.45,1
44,6.59,335.74,-49.92,1
45,6.6,171.39,-84.55,1
46,6.61,-98.26,-134.78,1
47,6.63,130.74,-194.17,1
48,6.64,-147.01,-480.47,1
49,6.65,-446.41,89.49,1
50,6.67,-325.7,15.48,1
51,6.68,-411.0,80.58,1
52,6.69,-298.86,70.17,1
53,6.71,24.54,-117.62,1
54,6.72,-104.92,-44.63,1
55,6.73,-261.73,131.94,1
56,6.75,-84.39,59.42,1
57,6.76,98.37,413.48,1
58,6.77,-143.19,268.82,1
59,6.79,-67.59,397.96,1
60,6.8,-160.76,299.25,1
61,6.81,152.88,148.49,1
62,6.83,-67.07,-103.0,1
63,6.84,479.62,-168.41,1
64,6.85,69.11,-490.85,1
65,6.87,119.69,-46.18,1
66,6.88,-60.53,116.11,1
67,6.89,-180.86,130.09,1
68,6.91,-202.06,396.08,0
69,6.92,-141.2,301.8,0
70,6.93,144.33,66.1,0
71,6.95,161.02,119.58,0
72,6.96,232.27,-11.95,0
73,6.97,114.76,-110.55,0
74,6.99,189.38,-246.42,0
75,7.0,156.33,-115.15,0
76,7.01,194.47,-88.05,0
77,7.03,212.16,-28.16,0
