,Timestamp,Data1,Data2,Label
0,6.0,-16.18,-0.53,0
1,6.01,-14.62,2.34,0
2,6.03,-14.96,5.65,0
3,6.04,-11.69,2.16,0
4,6.05,1.83,1.78,0
5,6.07,9.07,14.68,0
6,6.08,-1.93,22.07,0
7,6.09,-12.03,7.14,0
8,6.11,-6.93,-11.79,1
9,6.12,1.28,-11.0,1
10,6.13,3.77,2.23,1
11,6.15,6.87,-1.39,1
12,6.16,11.32,-26.99,1
13,6.17,10.49,-40.6,1
14,6.19,9.39,-20.19,1
15,6.2,20.9,-4.43,1
16,6.21,40.49,-31.4,1
17,6.23,43.41,-59.14,1
18,6.24,9.1,-2.12,1
19,6.25,-56.76,126.72,1
20,6.26,-99.76,117.61,1
21,6.28,-65.14,-9.06,1
22,6.29,6.38,149.02,1
23,6.31,37.5,501.12,1
24,6.32,10.63,530.04,1
25,6.33,-37.17,310.22,1
26,6.35,-41.11,232.69,1
27,6.36,-1.48,271.16,1
28,6.37,24.35,239.41,1
29,6.39,43.97,152.38,1
30,6.4,60.34,67.31,1
31,6.41,32.17,-28.93,1
32,6.43,-11.44,-128.78,1
33,6.44,-5.16,-225.01,1
34,6.45,32.81,-302.39,1
35,6.47,28.49,-274.18,1
36,6.48,-14.93,-187.37,1
37,6.49,-20.83,-205.04,1
38,6.51,18.07,-235.71,1
39,6.52,34.63,-153.82,1
40,6.53,7.27,-118.58,1
41,6.55,-17.45,-187.33,1
42,6.56,-13.03,-212.93,1
43,6.57,0.27,-171.78,1
44,6.59,6.53,-140.38,1
45,6.6,0.32,-154.69,1
46,6.61,-9.71,-186.32,1
47,6.63,-0.54,-178.28,1
48,6.64,14.79,-129.4,1
49,6.65,12.69,-89.57,1
50,6.67,12.69,-80.52,1
51,6.68,22.7,-103.24,1
52,6.69,9.71,-148.8,1
53,6.71,-20.49,-135.26,1
54,6.72,-21.99,-45.59,1
55,6.73,-6.24,-27.56,1
56,6.75,-10.65,-117.19,1
57,6.76,-17.97,-170.27,1
58,6.77,-6.85,-152.4,1
59,6.79,3.45,-134.84,1
60,6.8,-16.02,-110.02,1
61,6.81,-48.11,-50.8,1
62,6.82,-34.76,15.13,1
63,6.84,15.03,41.98,1
64,6.85,26.45,22.55,1
65,6.86,-2.25,6.1,1
66,6.88,-9.31,11.94,1
67,6.89,12.2,19.68,1
68,6.91,25.16,28.9,0
69,6.92,19.28,49.32,0
70,6.93,11.22,77.78,0
71,6.95,16.83,72.1,0
72,6.96,17.68,23.06,0
73,6.97,-10.22,1.27,0
74,6.99,-28.46,17.71,0
75,7.0,-12.72,25.98,0
76,7.01,-6.1,25.02,0
77,7.03,-14.63,34.64,0
78,7.04,-10.98,56.72,0
79,7.05,-3.16,47.8,0
80,7.07,-6.37,7.73,0
