,Timestamp,Data1,Data2,Label
0,6.0,24.68,-14.43,1
1,6.01,-16.31,8.52,1
2,6.03,-3.42,-3.84,1
3,6.04,28.63,-12.18,1
4,6.05,-17.9,31.86,1
5,6.07,7.46,-7.72,1
6,6.08,14.24,-19.48,1
7,6.09,-18.69,26.65,1
8,6.11,3.13,5.49,1
9,6.12,8.51,-24.15,1
10,6.13,-20.58,25.32,1
11,6.15,4.29,25.66,1
12,6.16,3.33,-1.28,1
13,6.17,-14.61,84.28,1
14,6.19,127.44,44.77,1
15,6.2,152.13,53.16,1
16,6.21,132.33,158.47,1
17,6.23,-383.97,151.96,1
18,6.24,-330.79,40.35,1
19,6.25,-103.35,187.05,1
20,6.27,133.95,150.66,1
21,6.28,-272.6,-13.27,1
22,6.29,-144.83,208.87,1
23,6.31,224.91,20.92,1
24,6.32,378.62,-36.09,1
25,6.33,-159.48,-191.02,1
26,6.35,12.75,85.59,1
27,6.36,-295.98,-88.29,1
28,6.37,-129.28,5.09,1
29,6.39,-26.56,-78.55,1
30,6.4,474.47,-93.02,1
31,6.41,109.13,-100.0,1
32,6.43,53.84,-124.25,1
33,6.44,116.05,-145.06,1
34,6.45,-112.16,-128.81,1
35,6.47,-48.96,-145.93,1
36,6.48,8.95,-153.43,1
37,6.49,152.34,-132.33,1
38,6.51,25.69,-139.36,1
39,6.52,135.65,-142.46,1
40,6.53,135.79,-114.3,1
41,6.55,97.04,-140.05,1
42,6.56,94.56,-258.72,1
43,6.57,-87.57,-285.81,1
44,6.59,130.53,-92.93,1
45,6.6,-169.01,-175.37,1
46,6.61,-140.84,-246.27,1
47,6.63,441.58,-304.53,1
48,6.64,133.02,-73.24,1
49,6.65,-70.94,149.2,1
50,6.67,264.81,-261.01,1
51,6.68,-411.2,-86.11,1
52,6.69,-50.07,-1.3,1
53,6.71,-215.8,60.52,1
54,6.72,-106.99,179.16,1
55,6.73,-164.67,370.16,1
56,6.75,106.62,31.57,1
57,6.76,82.24,472.08,1
58,6.77,220.24,276.59,1
59,6.79,-396.21,80.05,1
60,6.8,-306.37,410.96,1
61,6.81,-315.4,-72.66,1
62,6.83,-198.15,145.74,1
63,6.84,272.0,7.96,1
64,6.85,48.79,-248.1,1
65,6.87,289.24,272.31,1
