,Timestamp,Data1,Data2,Label
0,6.0,-8.62,16.01,1
1,6.01,-21.28,-11.34,1
2,6.03,-22.76,2.58,1
3,6.04,8.73,-3.14,1
4,6.05,-4.58,10.96,1
5,6.07,13.87,-3.84,1
6,6.08,10.44,-10.73,1
7,6.09,-11.19,-2.4,1
8,6.11,2.88,7.51,1
9,6.12,-6.42,-10.52,1
10,6.13,31.35,-3.14,1
11,6.15,18.06,3.57,2
12,6.16,9.91,-19.76,2
13,6.17,-1.66,-0.73,2
14,6.19,56.35,17.62,2
15,6.2,126.13,12.9,2
16,6.21,202.09,37.73,2
17,6.23,230.97,40.32,2
18,6.24,203.07,37.86,2
19,6.25,137.41,-1.99,2
20,6.27,59.11,-34.3,2
21,6.28,-45.61,-56.5,2
22,6.29,-79.44,-81.64,2
23,6.31,-140.22,-50.67,2
24,6.32,-172.98,-70.53,2
25,6.33,-196.5,-32.42,2
26,6.35,-186.32,-23.44,2
27,6.36,-184.01,-2.73,2
28,6.37,-194.3,-4.9,2
29,6.39,-167.92,0.63,2
30,6.4,-160.28,24.8,2
31,6.41,-134.56,30.1,2
32,6.43,-130.86,23.91,2
33,6.44,-80.63,51.07,2
34,6.45,-75.96,47.27,2
35,6.47,-80.28,18.59,2
36,6.48,-35.17,42.02,2
37,6.49,-9.27,24.62,2
38,6.51,-22.99,6.78,2
39,6.52,2.21,36.06,2
40,6.53,13.49,34.89,2
41,6.55,55.5,26.6,2
42,6.56,57.01,36.36,1
43,6.57,48.92,8.95,1
44,6.59,63.32,-9.49,1
45,6.6,73.69,-13.87,1
46,6.61,74.48,-13.19,1
47,6.63,84.45,2.13,1
48,6.64,98.89,4.76,1
49,6.65,105.81,0.71,1
50,6.67,81.26,2.7,1
51,6.68,88.98,-5.77,1
52,6.69,84.3,-12.58,1
53,6.71,88.92,-3.66,1
54,6.72,68.2,-16.21,1
55,6.73,72.6,-19.66,1
56,6.75,56.13,-7.83,1
57,6.76,76.82,-23.13,1
58,6.77,71.41,-12.82,1
59,6.79,58.63,-9.46,1
60,6.8,72.42,-6.04,1
61,6.81,43.09,8.72,1
62,6.83,29.84,-7.21,1
63,6.84,12.52,-5.41,1
64,6.85,30.32,-21.84,1
65,6.87,17.32,-13.38,1
66,6.88,19.13,-17.03,1
67,6.89,1.06,-20.57,1
68,6.91,16.46,-22.54,1
69,6.92,-6.23,-12.55,1
70,6.93,-3.86,-12.97,1
71,6.95,-13.89,3.15,1
72,6.96,3.15,-3.36,1
73,6.97,-19.52,-7.05,1
74,6.99,-35.4,-3.57,1
75,7.0,-42.02,3.35,1
76,7.01,-25.19,1.96,1
77,7.03,-27.4,-4.52,1
78,7.04,-18.76,-10.24,1
79,7.05,-29.21,-5.64,1
80,7.07,-30.52,13.69,1
81,7.08,-39.31,13.76,1
82,7.09,-28.36,7.11,1
83,7.11,-32.73,6.29,1
84,7.12,-18.65,6.49,1
85,7.13,-23.81,12.67,1
86,7.15,-27.36,0.55,1
87,7.16,-17.95,6.62,1
88,7.17,-36.36,7.74,1
89,7.19,-38.88,7.34,1
90,7.2,-43.28,-1.14,1
91,7.21,-35.94,-1.46,1
92,7.23,-10.83,-10.27,1
93,7.24,-30.96,7.34,1
94,7.25,-29.75,0.8,1
95,7.27,-20.38,7.67,1
96,7.28,-25.82,9.66,1
97,7.29,-18.16,15.8,1
98,7.31,-25.02,19.32,1
99,7.32,-20.54,4.02,1
100,7.33,-23.83,18.98,1
101,7.35,-11.54,8.51,1
102,7.36,5.62,-6.97,1
103,7.37,6.82,5.78,1
104,7.39,-3.51,10.22,1
105,7.4,-15.95,-3.46,1
106,7.41,-9.51,-6.61,1
107,7.43,9.79,10.3,1
108,7.44,13.96,-1.9,1
109,7.45,-3.34,-17.22,1
110,7.47,-25.7,-5.31,1
111,7.48,-11.21,-7.27,1
112,7.49,-8.17,-5.6,1
113,7.51,2.85,1.78,1
114,7.52,12.73,-4.93,1
115,7.53,17.76,9.99,1
116,7.55,5.02,10.52,1
117,7.56,12.68,11.76,1
118,7.57,24.65,-1.06,1
119,7.59,-2.54,0.29,1
120,7.6,7.08,-9.97,1
121,7.61,6.0,-5.29,1
122,7.63,21.37,7.18,1
123,7.64,7.09,-9.38,1
124,7.65,12.35,2.27,1
125,7.67,1.56,-5.24,1
126,7.68,28.35,-13.07,1
127,7.69,12.66,-10.06,1
128,7.71,9.96,-2.06,1
129,7.72,15.16,8.78,1
130,7.73,31.35,-1.49,1
131,7.75,0.41,-2.87,1
132,7.76,8.11,-12.17,1
133,7.77,14.5,-4.05,1
134,7.79,14.21,1.66,1
135,7.8,4.79,-9.95,1
136,7.81,9.36,-7.62,1
137,7.83,0.18,-2.43,1
138,7.84,6.74,13.66,1
139,7.85,-6.95,10.52,1
140,7.87,2.23,7.47,1
141,7.88,7.34,16.41,1
142,7.89,-2.84,-1.97,1
143,7.91,-18.08,-3.47,1
144,7.92,-9.88,-14.34,1
145,7.93,25.07,-16.9,1
146,7.95,25.92,-5.63,1
147,7.96,7.11,1.91,1
148,7.97,13.09,-0.12,1
149,7.99,-12.59,5.28,1
150,8.0,-9.17,2.55,1
151,8.01,-20.34,3.88,1
152,8.03,-3.24,0.03,1
153,8.04,30.65,-11.95,1
154,8.05,-11.98,-18.64,1
155,8.07,-6.61,-9.52,1
156,8.08,-0.2,-2.12,1
157,8.09,17.8,10.16,1
158,8.11,7.87,4.52,1
159,8.12,15.23,14.92,1
160,8.13,-4.76,13.02,1
161,8.15,21.99,12.64,0
162,8.16,-18.76,15.72,0
163,8.17,-21.39,13.4,0
164,8.19,-1.66,1.85,0
165,8.2,-5.61,-2.83,0
166,8.21,-59.67,-0.13,0
167,8.23,-127.08,0.51,0
168,8.24,-158.78,-1.75,0
169,8.25,-198.32,27.15,0
170,8.27,-195.2,13.33,0
171,8.28,-192.96,4.52,0
172,8.29,-145.44,-0.43,0
173,8.31,-99.03,-15.11,0
174,8.32,-52.79,-37.29,0
175,8.33,-8.79,-38.89,0
176,8.35,66.81,-31.17,0
177,8.36,176.62,-32.41,0
178,8.37,266.29,-26.95,0
179,8.39,302.91,4.37,0
180,8.4,308.3,19.79,0
181,8.41,298.34,14.9,0
182,8.43,263.29,22.94,0
183,8.44,213.09,17.0,0
184,8.45,205.97,3.82,0
185,8.47,152.47,12.79,0
186,8.48,113.23,11.43,0
187,8.49,84.07,8.6,0
188,8.51,56.85,1.48,0
189,8.52,43.42,-2.85,0
190,8.53,-25.35,-0.03,0
191,8.55,-28.14,11.78,1
192,8.56,-53.34,0.41,1
193,8.57,-60.21,-12.62,1
194,8.59,-64.85,6.65,1
195,8.6,-94.54,1.25,1
