,Timestamp,Data1,Data2,Label
0,6.0,10.28,17.82,1
1,6.01,16.23,-12.01,1
2,6.03,-44.72,-3.32,1
3,6.04,16.72,9.99,1
4,6.05,3.85,-5.35,1
5,6.07,-33.53,-7.06,1
6,6.08,18.19,-12.23,1
7,6.09,11.58,-9.41,1
8,6.11,-19.46,13.21,1
9,6.12,16.84,-26.04,1
10,6.13,17.63,-5.47,1
11,6.15,-5.18,14.02,2
12,6.16,91.77,7.36,2
13,6.17,183.83,-8.32,2
14,6.19,201.87,45.77,2
15,6.2,212.1,12.42,2
16,6.21,188.83,8.45,2
17,6.23,119.56,29.61,2
18,6.24,76.8,-21.63,2
19,6.25,-6.23,-19.66,2
20,6.27,-141.02,-91.17,2
21,6.28,-139.79,-120.83,2
22,6.29,-179.66,-81.69,2
23,6.31,-265.5,-66.85,2
24,6.32,-208.3,-52.89,2
25,6.33,-185.47,-18.39,2
26,6.35,-218.09,23.02,2
27,6.36,-154.35,52.3,2
28,6.37,-118.44,32.62,2
29,6.39,-150.78,61.72,2
30,6.4,-85.59,62.4,2
31,6.41,-65.9,82.5,2
32,6.43,-93.87,77.95,2
33,6.44,-57.38,72.98,2
34,6.45,-21.21,74.26,2
35,6.47,-65.32,47.9,2
36,6.48,13.73,56.31,2
37,6.49,38.67,56.78,2
38,6.51,-11.83,31.96,2
39,6.52,69.89,29.64,2
40,6.53,83.01,-8.32,2
41,6.55,35.99,-0.91,2
42,6.56,103.5,5.27,1
43,6.57,98.15,-11.73,1
44,6.59,52.19,-37.38,1
45,6.6,111.62,-8.52,1
46,6.61,125.76,-6.16,1
47,6.63,42.78,-26.23,1
48,6.64,111.97,-6.99,1
49,6.65,93.93,-3.36,1
50,6.67,36.71,-60.97,1
51,6.68,85.83,-28.01,1
52,6.69,99.92,-33.69,1
53,6.71,21.81,-37.66,1
54,6.72,78.68,-25.53,1
55,6.73,73.32,-34.92,1
56,6.75,26.0,-52.84,1
57,6.76,68.07,-8.29,1
58,6.77,58.44,-20.26,1
59,6.79,6.96,-56.2,1
60,6.8,52.17,-29.34,1
61,6.81,27.25,-15.02,1
62,6.83,-26.65,-57.3,1
63,6.84,25.44,-22.03,1
64,6.85,38.25,8.87,1
65,6.87,-31.57,-19.09,1
66,6.88,7.31,8.48,1
67,6.89,6.24,-0.6,1
68,6.91,-37.09,-16.42,1
69,6.92,-2.97,18.25,1
70,6.93,-2.36,6.19,1
71,6.95,-30.7,-6.44,1
72,6.96,-6.51,22.83,1
73,6.97,6.3,18.9,1
74,6.99,-64.55,-9.69,1
75,7.0,-14.99,14.73,1
76,7.01,1.36,32.83,1
77,7.03,-50.8,-15.35,1
78,7.04,-22.1,9.81,1
79,7.05,4.51,-3.96,1
80,7.07,-66.81,-10.57,1
81,7.08,6.98,24.31,1
82,7.09,-6.43,34.27,1
83,7.11,-62.08,-5.64,1
