,Timestamp,Data1,Data2,Label
0,6.0,-1.97,-17.04,1
1,6.01,-7.41,1.04,1
2,6.03,-33.66,25.93,1
3,6.04,-24.69,7.2,1
4,6.05,2.21,9.75,1
5,6.07,17.11,-16.01,1
6,6.08,0.44,-17.08,1
7,6.09,13.64,-23.89,1
8,6.11,4.29,2.7,1
9,6.12,12.7,-11.25,1
10,6.13,28.88,-3.52,1
11,6.15,-16.4,19.36,2
12,6.16,42.97,-17.35,2
13,6.17,54.3,-39.52,2
14,6.19,99.04,7.55,2
15,6.2,153.37,-29.6,2
16,6.21,136.23,-52.17,2
17,6.23,117.64,-81.78,2
18,6.24,73.93,3.16,2
19,6.25,9.25,-44.55,2
20,6.27,4.24,-15.7,2
21,6.28,-77.38,-4.6,2
22,6.29,-90.64,59.15,2
23,6.31,-100.94,40.77,2
24,6.32,-115.7,51.71,2
25,6.33,-139.29,59.84,2
26,6.35,-108.41,60.97,2
27,6.36,-115.72,50.33,2
28,6.37,-113.75,42.18,2
29,6.39,-91.4,39.72,2
30,6.4,-88.23,34.54,2
31,6.41,-85.44,26.56,2
32,6.43,-68.36,25.75,2
33,6.44,-63.71,26.98,2
34,6.45,-37.26,14.86,2
35,6.47,-26.55,2.76,2
36,6.48,-14.14,-0.08,2
37,6.49,-6.8,7.91,2
38,6.51,3.29,-15.11,2
39,6.52,18.51,-6.6,2
40,6.53,33.11,-4.84,2
41,6.55,28.84,-9.58,2
42,6.56,28.19,-18.82,1
43,6.57,39.41,-39.5,1
44,6.59,47.33,-12.6,1
45,6.6,74.65,-38.51,1
46,6.61,51.69,-46.0,1
47,6.63,64.41,-4.09,1
48,6.64,45.6,19.21,1
49,6.65,81.22,2.84,1
50,6.67,76.51,-37.62,1
51,6.68,57.78,-26.64,1
52,6.69,40.83,-11.57,1
53,6.71,45.81,-12.67,1
54,6.72,36.36,-26.67,1
55,6.73,21.33,2.03,1
56,6.75,27.12,2.28,1
57,6.76,37.02,-12.34,1
58,6.77,52.81,-38.64,1
59,6.79,37.87,-32.1,1
60,6.8,14.39,-25.64,1
61,6.81,20.03,1.64,1
62,6.83,19.2,9.8,1
63,6.84,8.81,17.98,1
64,6.85,-5.87,-17.47,1
65,6.87,14.1,-4.98,1
66,6.88,12.91,-9.99,1
67,6.89,-4.48,1.13,1
68,6.91,3.88,-1.06,1
69,6.92,1.88,-20.89,1
70,6.93,5.27,-17.84,1
71,6.95,-15.88,4.23,1
72,6.96,-29.05,7.2,1
73,6.97,-6.8,14.53,1
74,6.99,4.97,16.99,1
75,7.0,-14.06,21.75,1
76,7.01,-20.06,6.58,1
77,7.03,-18.59,14.69,1
78,7.04,-26.3,8.61,1
79,7.05,-22.4,2.95,1
80,7.07,-15.57,-17.22,1
81,7.08,-18.92,-2.6,1
82,7.09,-21.57,3.0,1
83,7.11,-22.83,24.78,1
84,7.12,-33.97,2.52,1
85,7.13,-1.12,22.43,1
86,7.15,-14.99,21.28,1
87,7.16,-24.38,23.92,1
88,7.17,-31.82,-3.63,1
89,7.19,-30.74,-13.87,1
90,7.2,-16.69,11.42,1
91,7.21,-17.76,9.72,1
92,7.23,-17.54,19.41,1
93,7.24,-18.06,14.34,1
